frame,person,box_confidence,x0,y0,c0,x1,y1,c1,x2,y2,c2,x3,y3,c3,x4,y4,c4,x5,y5,c5,x6,y6,c6,x7,y7,c7,x8,y8,c8,x9,y9,c9,x10,y10,c10,x11,y11,c11,x12,y12,c12,x13,y13,c13,x14,y14,c14,x15,y15,c15,x16,y16,c16
26,0,0.8208008,922.5,527.5,0.024993896,919.0,526.0,0.017715454,926.5,524.0,0.018692017,905.0,535.0,0.5053711,937.5,530.5,0.50439453,899.5,566.5,0.98583984,953.5,556.5,0.98828125,888.0,603.0,0.92333984,990.0,565.0,0.8989258,899.5,594.5,0.6816406,985.5,560.5,0.59765625,917.0,649.0,0.9970703,953.0,644.0,0.9970703,913.5,713.0,0.9916992,951.0,698.0,0.98828125,918.5,788.0,0.99560547,950.0,763.0,0.9946289
26,1,0.4807129,1073.0,394.5,0.97998047,1077.0,390.5,0.97216797,1069.0,391.0,0.97802734,1082.0,390.5,0.71484375,1064.0,390.0,0.8105469,1090.0,407.0,0.9980469,1055.0,404.5,0.9980469,1104.0,428.5,0.9902344,1037.0,419.0,0.9838867,1100.0,454.5,0.9794922,1028.0,439.5,0.9711914,1083.0,457.0,0.9980469,1062.0,455.5,0.9975586,1080.0,497.5,0.9921875,1067.0,496.0,0.9916992,1079.0,537.0,0.96972656,1073.0,533.0,0.9682617
27,0,0.8222656,922.5,528.0,0.025375366,919.0,526.5,0.01777649,926.5,524.5,0.018508911,905.0,535.0,0.49731445,937.5,531.0,0.49658203,899.5,567.0,0.98583984,954.0,556.5,0.98828125,888.0,603.0,0.92822266,990.5,564.5,0.90283203,899.5,594.5,0.7011719,985.0,560.5,0.6123047,917.0,649.0,0.9970703,953.0,644.0,0.9975586,913.5,713.0,0.9916992,951.0,698.0,0.98876953,918.5,788.0,0.99560547,950.5,763.0,0.9946289
27,1,0.47045898,1073.0,394.5,0.9790039,1077.0,391.0,0.9707031,1069.0,391.0,0.9765625,1082.0,390.5,0.71240234,1064.0,390.0,0.8041992,1090.0,407.0,0.9980469,1055.0,404.5,0.9975586,1104.0,428.5,0.9897461,1038.0,418.5,0.9824219,1100.0,455.0,0.9790039,1029.0,439.5,0.9682617,1083.0,457.0,0.9975586,1063.0,456.0,0.9975586,1080.0,497.5,0.9916992,1067.0,496.0,0.9916992,1079.0,537.0,0.96972656,1073.0,533.0,0.96777344
28,0,0.82128906,922.5,528.0,0.0236969,918.5,526.5,0.016921997,926.5,524.5,0.016921997,905.0,535.0,0.49145508,938.0,530.5,0.47802734,899.5,566.5,0.98535156,954.0,556.0,0.98779297,887.5,603.0,0.92578125,991.0,564.5,0.9042969,899.0,595.0,0.69189453,984.5,561.0,0.62402344,917.5,649.0,0.9975586,953.5,643.0,0.9975586,913.5,713.0,0.9921875,951.0,698.0,0.98876953,918.5,789.0,0.99560547,950.5,763.0,0.9946289
28,1,0.4794922,1073.0,394.5,0.98095703,1077.0,391.0,0.9736328,1069.0,390.5,0.9785156,1082.0,390.5,0.7236328,1064.0,390.0,0.8076172,1090.0,407.0,0.9980469,1055.0,404.5,0.9980469,1104.0,428.5,0.9902344,1038.0,418.5,0.98339844,1101.0,455.0,0.9794922,1029.0,439.5,0.97021484,1083.0,457.0,0.9975586,1063.0,456.0,0.9975586,1080.0,497.5,0.9916992,1067.0,496.0,0.9916992,1079.0,537.0,0.96972656,1073.0,533.0,0.96875
29,0,0.82421875,922.0,528.5,0.023071289,918.5,526.5,0.016723633,926.5,524.5,0.016403198,904.5,535.0,0.4958496,938.0,530.5,0.47875977,899.5,566.5,0.98583984,954.0,555.5,0.98779297,887.5,602.5,0.9272461,991.0,564.0,0.90527344,899.0,595.0,0.6948242,985.0,560.5,0.63183594,917.5,650.0,0.9975586,953.5,643.0,0.9975586,913.5,713.0,0.9921875,951.0,698.0,0.98876953,918.5,789.0,0.99609375,951.0,763.0,0.9951172
29,1,0.4753418,1073.0,394.5,0.9814453,1077.0,390.5,0.9741211,1069.0,390.5,0.9785156,1082.0,390.5,0.7260742,1064.0,390.0,0.80371094,1090.0,407.0,0.9980469,1055.0,404.5,0.9975586,1104.0,428.5,0.9897461,1038.0,418.5,0.98291016,1101.0,455.0,0.9790039,1029.0,439.0,0.9692383,1083.0,457.0,0.9975586,1063.0,456.0,0.9975586,1080.0,497.5,0.9916992,1067.0,496.0,0.9916992,1079.0,537.0,0.96972656,1073.0,533.0,0.9682617
30,0,0.82373047,921.5,528.0,0.024276733,918.0,526.5,0.017440796,926.0,524.5,0.017181396,905.0,535.0,0.50634766,938.5,530.0,0.4868164,899.5,566.0,0.9863281,954.5,555.0,0.98828125,887.0,603.0,0.93408203,991.5,563.5,0.9038086,898.0,596.0,0.7182617,985.0,561.0,0.61816406,917.0,649.0,0.9975586,953.5,643.0,0.9970703,913.5,713.0,0.9916992,951.0,698.0,0.98828125,918.5,789.0,0.99609375,950.5,763.0,0.9946289
30,1,0.47216797,1073.0,395.0,0.9814453,1077.0,391.0,0.9746094,1070.0,391.0,0.97802734,1082.0,390.5,0.7373047,1064.0,390.5,0.79541016,1090.0,407.5,0.9980469,1056.0,404.5,0.9975586,1104.0,428.5,0.9897461,1038.0,418.5,0.98291016,1101.0,455.5,0.9785156,1029.0,439.5,0.9692383,1084.0,457.5,0.9975586,1063.0,456.0,0.9975586,1080.0,497.5,0.9916992,1067.0,495.5,0.9916992,1079.0,537.0,0.97021484,1073.0,533.0,0.9692383
31,0,0.87109375,923.0,529.5,0.030670166,921.0,526.5,0.022155762,926.5,524.5,0.023239136,908.5,533.5,0.70166016,939.0,528.0,0.70458984,898.0,566.0,0.9926758,959.5,551.0,0.99560547,889.0,606.0,0.94970703,999.5,558.0,0.94628906,903.5,599.0,0.73339844,979.0,571.5,0.75683594,917.5,652.0,0.9975586,956.0,644.0,0.9975586,914.0,714.0,0.99121094,952.0,698.0,0.98583984,920.0,790.0,0.9951172,951.0,763.0,0.9921875
31,1,0.45263672,1073.0,394.5,0.9814453,1077.0,391.0,0.97509766,1070.0,391.0,0.97802734,1082.0,390.5,0.7392578,1064.0,390.5,0.7915039,1090.0,407.5,0.9980469,1056.0,405.0,0.9975586,1104.0,428.5,0.98828125,1038.0,418.5,0.9814453,1101.0,454.5,0.9765625,1029.0,439.0,0.96777344,1083.0,457.5,0.9975586,1063.0,456.5,0.9975586,1080.0,498.0,0.9916992,1067.0,496.5,0.9916992,1079.0,537.0,0.96972656,1074.0,533.5,0.96972656
32,0,0.8828125,924.5,529.0,0.03918457,923.0,526.0,0.029144287,926.5,525.0,0.032409668,909.0,532.5,0.765625,938.5,528.0,0.7758789,897.0,565.5,0.9926758,959.0,551.0,0.99609375,887.5,605.0,0.9404297,998.0,557.0,0.95703125,906.0,599.5,0.7270508,980.5,569.5,0.8198242,916.5,652.0,0.9970703,955.0,645.0,0.9975586,914.0,714.0,0.99121094,952.0,698.0,0.9863281,920.0,790.0,0.99365234,951.5,763.0,0.9902344
32,1,0.44848633,1073.0,395.0,0.9819336,1077.0,391.0,0.97558594,1070.0,391.0,0.97802734,1083.0,390.5,0.7416992,1064.0,390.5,0.7895508,1091.0,407.5,0.9980469,1056.0,405.0,0.9975586,1104.0,428.5,0.98828125,1038.0,419.0,0.98291016,1101.0,454.5,0.9765625,1029.0,439.5,0.97021484,1084.0,458.0,0.9975586,1063.0,457.0,0.9975586,1080.0,498.5,0.9916992,1067.0,496.5,0.9921875,1079.0,537.5,0.96972656,1074.0,533.5,0.9707031
33,0,0.89404297,924.0,530.5,0.047607422,923.0,527.0,0.037597656,926.0,525.5,0.043273926,910.5,532.5,0.8071289,938.0,528.0,0.8203125,896.0,565.0,0.9926758,960.5,551.0,0.9975586,886.5,605.0,0.9326172,1000.0,558.0,0.9638672,906.0,600.0,0.67578125,976.5,567.0,0.8198242,916.0,652.0,0.9970703,955.0,645.0,0.9980469,914.0,715.0,0.9902344,952.0,698.0,0.9868164,920.0,792.0,0.99365234,951.0,764.0,0.99121094
33,1,0.46313477,1073.0,394.5,0.9814453,1077.0,390.5,0.9765625,1070.0,390.5,0.97753906,1083.0,390.5,0.75097656,1064.0,390.5,0.77783203,1091.0,407.5,0.9980469,1056.0,405.0,0.9975586,1105.0,429.0,0.9868164,1038.0,419.0,0.98291016,1101.0,454.5,0.9746094,1029.0,439.5,0.9692383,1084.0,458.0,0.9975586,1063.0,457.0,0.9975586,1080.0,499.0,0.99121094,1068.0,497.0,0.9921875,1079.0,538.0,0.96972656,1074.0,534.0,0.9716797
34,0,0.8964844,924.0,530.0,0.052124023,923.5,526.0,0.04147339,926.0,525.0,0.04949951,910.5,532.0,0.8203125,938.0,527.5,0.83691406,896.0,564.5,0.99365234,960.0,552.0,0.9975586,886.5,605.0,0.9394531,1000.5,561.0,0.9633789,908.5,599.5,0.66259766,974.5,568.0,0.7836914,916.5,652.0,0.9975586,955.5,646.0,0.9980469,914.0,716.0,0.9897461,952.5,699.0,0.98583984,920.0,792.0,0.9941406,951.0,764.0,0.9916992
34,1,0.46850586,1073.0,394.5,0.9819336,1077.0,390.5,0.9770508,1070.0,390.5,0.97802734,1083.0,390.5,0.7578125,1064.0,390.5,0.77734375,1091.0,407.5,0.9980469,1056.0,405.0,0.9975586,1105.0,429.0,0.9873047,1038.0,418.5,0.98291016,1101.0,454.5,0.97558594,1029.0,439.5,0.9707031,1084.0,458.5,0.9975586,1063.0,457.5,0.9975586,1080.0,499.0,0.9916992,1068.0,497.5,0.9921875,1079.0,538.5,0.9707031,1074.0,534.5,0.97265625
35,0,0.8955078,924.0,529.5,0.050994873,923.0,526.0,0.041137695,925.5,524.5,0.048309326,910.5,531.0,0.8203125,938.0,527.5,0.83203125,896.0,564.5,0.99365234,960.0,552.0,0.9975586,886.5,605.0,0.93408203,999.5,562.0,0.9609375,908.5,599.5,0.64208984,975.0,567.5,0.76904297,916.5,652.0,0.9975586,955.5,646.0,0.9980469,914.0,716.0,0.9897461,952.5,699.0,0.98583984,920.0,792.0,0.9941406,951.0,764.0,0.9916992
35,1,0.47558594,1073.0,394.5,0.98046875,1077.0,390.5,0.97558594,1070.0,390.5,0.9765625,1083.0,390.5,0.75390625,1064.0,390.0,0.7739258,1091.0,407.5,0.9975586,1056.0,405.0,0.9975586,1105.0,428.5,0.9873047,1038.0,419.0,0.98339844,1101.0,454.5,0.97509766,1029.0,439.5,0.97021484,1084.0,458.5,0.9975586,1063.0,457.5,0.9975586,1080.0,499.0,0.9916992,1068.0,497.5,0.9921875,1079.0,538.0,0.9707031,1074.0,534.5,0.97265625
36,0,0.8930664,923.5,529.0,0.053009033,923.0,525.0,0.04296875,925.5,524.0,0.04876709,911.0,531.0,0.8222656,938.0,527.0,0.82714844,896.5,564.5,0.99365234,960.5,552.0,0.9975586,886.0,605.0,0.94091797,999.5,562.0,0.95947266,908.5,599.0,0.66259766,977.0,566.0,0.7548828,916.5,652.0,0.9975586,955.5,646.0,0.9980469,914.0,716.0,0.9892578,952.0,699.0,0.98583984,920.0,793.0,0.99365234,951.0,764.0,0.99121094
36,1,0.48364258,1073.0,394.0,0.9819336,1077.0,390.5,0.9770508,1070.0,390.5,0.97753906,1083.0,390.5,0.75878906,1064.0,390.5,0.77734375,1091.0,408.0,0.9980469,1056.0,405.5,0.9980469,1105.0,429.0,0.9873047,1038.0,419.0,0.984375,1101.0,454.5,0.97558594,1029.0,439.5,0.97216797,1084.0,458.5,0.9975586,1063.0,457.5,0.9975586,1080.0,499.0,0.9916992,1068.0,497.5,0.9926758,1079.0,538.0,0.9711914,1074.0,534.5,0.9736328
37,0,0.8925781,923.0,529.0,0.053497314,922.5,525.5,0.044677734,925.0,524.0,0.048309326,911.0,531.0,0.8286133,938.0,527.0,0.81933594,896.5,564.5,0.99365234,960.0,552.5,0.9975586,886.0,605.0,0.9399414,998.5,562.5,0.95703125,908.0,600.0,0.6699219,979.5,565.5,0.7480469,916.5,652.0,0.9975586,955.0,646.0,0.9980469,913.5,716.0,0.9897461,952.0,698.0,0.98583984,920.0,792.0,0.99365234,951.0,763.0,0.99072266
37,1,0.49389648,1073.0,394.5,0.9824219,1077.0,390.5,0.9785156,1070.0,390.5,0.9785156,1083.0,390.5,0.7661133,1064.0,390.5,0.77783203,1091.0,408.0,0.9980469,1056.0,405.0,0.9975586,1105.0,428.5,0.9873047,1038.0,419.0,0.9838867,1101.0,454.5,0.9760742,1029.0,439.5,0.9716797,1084.0,458.5,0.9975586,1062.0,457.5,0.9975586,1080.0,499.0,0.9921875,1068.0,497.5,0.9926758,1079.0,538.0,0.97216797,1074.0,534.5,0.9741211
38,0,0.8930664,923.0,529.0,0.052612305,922.0,525.0,0.0440979,925.0,524.0,0.04812622,911.0,531.0,0.82910156,938.5,526.5,0.82128906,897.0,564.5,0.99365234,960.5,552.0,0.9975586,886.0,605.0,0.9394531,999.0,562.0,0.95751953,908.5,599.5,0.6645508,978.5,565.5,0.74316406,916.5,652.0,0.9975586,955.5,646.0,0.9980469,913.5,716.0,0.9897461,952.5,699.0,0.98583984,920.0,792.0,0.9941406,951.0,764.0,0.9916992
38,1,0.50683594,1074.0,394.0,0.98339844,1078.0,390.5,0.97802734,1070.0,390.0,0.9794922,1083.0,390.5,0.7573242,1064.0,390.0,0.7890625,1092.0,407.5,0.9975586,1056.0,405.5,0.9975586,1105.0,429.0,0.9868164,1038.0,419.5,0.984375,1101.0,454.5,0.97558594,1029.0,440.0,0.97216797,1084.0,458.5,0.9975586,1062.0,457.5,0.9975586,1080.0,499.0,0.9916992,1068.0,497.5,0.9926758,1079.0,538.0,0.9711914,1074.0,534.0,0.9741211
39,0,0.89453125,922.5,529.0,0.05126953,922.0,525.5,0.043029785,924.5,524.0,0.04559326,911.0,530.5,0.8286133,938.5,526.5,0.81689453,896.5,564.0,0.99365234,960.0,551.5,0.9975586,886.5,605.0,0.9394531,1000.0,561.5,0.9589844,908.0,600.5,0.6582031,976.5,566.0,0.7495117,916.5,652.0,0.9975586,955.5,646.0,0.9980469,914.0,716.0,0.9897461,952.5,699.0,0.98583984,920.0,792.0,0.9941406,951.0,763.0,0.9916992
39,1,0.5151367,1074.0,394.5,0.9838867,1078.0,390.5,0.9785156,1070.0,390.5,0.98046875,1083.0,390.5,0.75341797,1065.0,390.5,0.7944336,1092.0,408.0,0.9975586,1056.0,405.5,0.9980469,1105.0,429.0,0.9863281,1038.0,419.0,0.98535156,1101.0,454.5,0.97509766,1029.0,440.0,0.9736328,1084.0,458.5,0.9975586,1063.0,457.5,0.9975586,1080.0,499.0,0.9916992,1068.0,497.5,0.9926758,1079.0,538.0,0.9707031,1074.0,534.5,0.9741211
